Show,Week,Theater,This Week Gross,Potential Gross,Diff $,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,Performances,Previews,% Cap,Diff % cap,Genre,Number of Awards,Awards,Season,Month
McNeal,2024-11-10,Vivian Beaumont Theater,"$1,423,730.00",,"$48,394.00",$185.74,$349.00,"7,665","1,095",7,0,100.00%,0.00%,One Act,2,1,Fall,11
Maybe Happy Ending,2024-11-10,Belasco Theatre,"$297,966.80",,"$3,096.20",$44.79,$297.00,"6,652",988,0,8,84.16%,6.01%,One Act,34,1,Fall,11
Left on Tenth,2024-11-10,James Earl Jones Theatre,"$594,298.10",,"$65,605.00",$102.54,$267.00,"5,796","1,065",8,0,68.03%,10.45%,One Act,0,0,Fall,11
Hell's Kitchen,2024-11-10,Sam S. Shubert Theatre,"$1,436,360.10",,"$161,222.90",$125.07,$323.00,"11,484","1,457",8,0,98.52%,3.98%,Original,26,1,Fall,11
Harry Potter and the Cursed Child,2024-11-10,Lyric Theatre,"$1,019,670.30",,"$38,635.95",$87.77,$249.00,"11,617","1,622",8,0,89.53%,3.86%,Original,33,1,Fall,11
Hamilton,2024-11-10,Richard Rodgers Theatre,"$1,772,958.25",,"$55,176.00",$179.70,$299.00,"9,866","1,324",8,0,93.15%,-2.81%,Original,46,1,Fall,11
Hadestown,2024-11-10,Walter Kerr Theatre,"$779,275.20",,"$144,928.15",$107.65,$0.00,"7,239",918,8,0,98.57%,7.54%,Original,39,1,Fall,11
Elf,2024-11-10,Marquis Theatre,"$276,095.50",,$0.00,$91.82,$249.00,"3,007","1,600",0,2,93.97%,0.00%,Musical,1,1,Fall,11
Death Becomes Her,2024-11-10,Lunt-Fontanne Theatre,"$939,553.50",,"-$133,464.50",$107.14,$299.00,"8,769","1,491",0,6,98.02%,0.05%,Musical,33,1,Fall,11
Chicago,2024-11-10,Ambassador Theatre,"$674,288.24",,"$84,773.55",$102.62,$267.00,"6,571","1,080",8,0,76.05%,8.79%,Revival,25,1,Fall,11
Cabaret,2024-11-10,August Wilson Theatre,"$1,064,231.40",,"$163,055.50",$139.83,$0.00,"7,611","1,070",8,0,88.91%,2.52%,Revival,22,1,Fall,11
Back To The Future,2024-11-10,Winter Garden Theatre,"$910,067.05",,"$120,254.93",$84.00,$223.00,"10,834","1,478",8,0,91.63%,11.49%,Broadway,7,1,Fall,11
Aladdin,2024-11-10,New Amsterdam Theatre,"$1,179,433.50",,"-$27,742.50",$89.20,$215.50,"13,223","1,727",8,0,95.71%,1.62%,Original,23,1,Fall,11
A Wonderful World: The Louis Armstrong Musical,2024-11-10,Studio 54,"$612,037.50",,"$95,164.00",$83.49,$257.00,"7,331",997,0,8,91.91%,16.71%,Original,4,1,Fall,11
& Juliet,2024-11-10,Stephen Sondheim Theatre,"$1,054,275.50",,"$195,500.80",$134.58,$378.00,"7,834","1,026",8,0,95.44%,6.27%,Original,22,1,Fall,11
Yellow Face,2024-11-03,Todd Haimes Theatre,"$308,713.60",,"$5,988.10",$69.41,$327.00,"4,448",728,8,0,76.37%,-7.49%,Comedy,7,1,Fall,11
Wicked,2024-11-03,Gershwin Theatre,"$2,279,448.25",,"$62,135.25",$148.23,$275.00,"15,378","1,926",8,0,99.81%,0.08%,Original,33,1,Fall,11
Water For Elephants,2024-11-03,Imperial Theatre,"$587,645.75",,"-$71,174.79",$85.83,$278.00,"6,847","1,385",8,0,61.80%,3.17%,Original,23,1,Fall,11
The Roommate,2024-11-03,Booth Theatre,"$420,211.80",,"-$95,372.38",$85.36,$297.00,"4,923",772,8,0,79.71%,-3.82%,Comedy,3,1,Fall,11
The Outsiders,2024-11-03,Bernard B. Jacobs Theatre,"$1,331,593.80",,"-$103,832.38",$161.11,$423.00,"8,265","1,024",8,0,100.89%,-1.34%,Original,31,1,Fall,11
The Notebook,2024-11-03,Gerald Schoenfeld Theatre,"$516,445.38",,"-$29,439.62",$84.86,$247.00,"6,086","1,017",8,0,74.80%,-0.59%,Original,9,1,Fall,11
The Lion King,2024-11-03,Minskoff Theatre,"$1,961,979.80",,"-$23,947.25",$147.48,$227.00,"13,303","1,696",8,0,98.05%,0.35%,Original,32,1,Fall,11
The Hills of California,2024-11-03,Broadhurst Theatre,"$405,751.10",,"-$67,149.25",$74.97,$327.00,"5,412","1,175",8,0,57.57%,0.02%,Original,15,1,Fall,11
The Great Gatsby,2024-11-03,Broadway Theatre,"$961,275.89",,"-$157,490.38",$100.53,$277.00,"9,562","1,485",8,0,80.49%,-8.19%,Original,7,1,Fall,11
The Book of Mormon,2024-11-03,Eugene O'Neill Theatre,"$832,758.70",,"-$40,940.49",$107.43,$0.00,"7,752","1,066",8,0,90.90%,-3.07%,Original,36,1,Fall,11
Tammy Faye,2024-11-03,Palace Theatre,"$319,918.25",,"-$227,649.44",$63.55,$299.00,"5,034","1,306",0,6,64.24%,-16.20%,Original,0,0,Fall,11
Swept Away,2024-11-03,Longacre Theatre,"$357,469.70",,$0.00,$85.58,$248.00,"4,177","1,018",0,5,82.06%,0.00%,One Act,7,1,Fall,11
Sunset Boulevard,2024-11-03,St. James Theatre,"$1,723,063.90",,"$58,400.90",$141.77,$0.00,"12,154","1,606",8,0,94.63%,-2.56%,Revival,24,1,Fall,11
Suffs,2024-11-03,Music Box Theatre,"$773,314.10",,"-$83,358.65",$105.51,$278.00,"7,329",973,8,0,94.15%,1.05%,Original,23,1,Fall,11
Stereophonic,2024-11-03,John Golden Theatre,"$712,232.60",,"-$134,388.40",$121.60,$348.00,"5,857",778,8,0,94.10%,-5.26%,Original,37,1,Fall,11
SIX: The Musical,2024-11-03,Lena Horne Theatre,"$653,814.65",,"$3,366.90",$103.73,$269.00,"6,303","1,031",8,0,76.42%,1.12%,One Act,28,1,Fall,11
Romeo and Juliet,2024-11-03,Circle in the Square Theatre,"$1,016,266.30",,"$60,734.80",$156.25,$574.50,"6,504",794,8,0,102.39%,1.19%,Revival,7,1,Fall,11
Our Town,2024-11-03,Ethel Barrymore Theatre,"$693,356.45",,"-$159,798.21",$117.08,$297.00,"5,922","1,060",8,0,69.83%,-9.86%,One Act,3,1,Fall,11
Once Upon a Mattress,2024-11-03,Hudson Theatre,"$693,141.20",,"-$38,527.40",$107.16,$299.00,"6,468",968,8,0,83.52%,-1.86%,Musical,6,1,Fall,11
"Oh, Mary!",2024-11-03,Lyceum Theatre,"$1,176,687.00",,"-$7,818.00",$164.34,$348.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Fall,11
Moulin Rouge! The Musical,2024-11-03,Al Hirschfeld Theatre,"$970,386.86",,"-$21,735.84",$100.76,$0.00,"9,631","1,300",8,0,92.61%,-0.04%,Original,24,1,Fall,11
MJ The Musical,2024-11-03,Neil Simon Theatre,"$1,500,746.50",,$344.70,$145.29,$329.00,"10,329","1,387",8,0,93.09%,0.60%,Original,30,1,Fall,11
McNeal,2024-11-03,Vivian Beaumont Theater,"$1,375,336.00",,"-$12,609.00",$179.43,$349.00,"7,665","1,095",7,0,100.00%,0.00%,One Act,2,1,Fall,11
Maybe Happy Ending,2024-11-03,Belasco Theatre,"$294,870.60",,"$53,723.08",$47.74,$297.00,"6,177",988,0,8,78.15%,-1.32%,One Act,34,1,Fall,11
Left on Tenth,2024-11-03,James Earl Jones Theatre,"$528,693.10",,"$67,409.80",$107.76,$267.00,"4,906","1,065",8,0,57.58%,-11.39%,One Act,0,0,Fall,11
Hell's Kitchen,2024-11-03,Sam S. Shubert Theatre,"$1,275,137.20",,"-$247,696.75",$115.72,$323.00,"11,019","1,457",8,0,94.54%,-2.63%,Original,26,1,Fall,11
Harry Potter and the Cursed Child,2024-11-03,Lyric Theatre,"$981,034.35",,"$41,058.20",$88.25,$249.00,"11,117","1,622",8,0,85.67%,2.51%,Original,33,1,Fall,11
Hamilton,2024-11-03,Richard Rodgers Theatre,"$1,717,782.25",,"-$43,303.75",$169.01,$299.00,"10,164","1,324",8,0,95.96%,-2.09%,Original,46,1,Fall,11
Hadestown,2024-11-03,Walter Kerr Theatre,"$634,347.05",,"-$47,633.55",$94.89,$0.00,"6,685",918,8,0,91.03%,-0.51%,Original,39,1,Fall,11
Death Becomes Her,2024-11-03,Lunt-Fontanne Theatre,"$1,073,018.00",,"$501,221.50",$104.94,$299.00,"10,225","1,491",0,7,97.97%,0.94%,Musical,33,1,Fall,11
Chicago,2024-11-03,Ambassador Theatre,"$589,514.69",,"-$46,871.60",$101.45,$267.00,"5,811","1,080",8,0,67.26%,-4.11%,Revival,25,1,Fall,11
Cabaret,2024-11-03,August Wilson Theatre,"$901,175.90",,"-$105,138.00",$121.86,$0.00,"7,395","1,070",8,0,86.39%,0.27%,Revival,22,1,Fall,11
Back To The Future,2024-11-03,Winter Garden Theatre,"$789,812.12",,"$40,003.44",$83.35,$223.00,"9,476","1,478",8,0,80.14%,3.63%,Broadway,7,1,Fall,11
Aladdin,2024-11-03,New Amsterdam Theatre,"$1,207,176.00",,"-$7,447.90",$92.86,$189.50,"13,000","1,727",8,0,94.09%,-1.60%,Original,23,1,Fall,11
A Wonderful World: The Louis Armstrong Musical,2024-11-03,Studio 54,"$516,873.50",,"-$75,400.50",$86.17,$257.00,"5,998",997,0,8,75.20%,0.29%,Original,4,1,Fall,11
& Juliet,2024-11-03,Stephen Sondheim Theatre,"$858,774.70",,"-$20,442.80",$117.33,$378.00,"7,319","1,026",8,0,89.17%,-3.53%,Original,22,1,Fall,11
Yellow Face,2024-10-27,Todd Haimes Theatre,"$302,725.50",,"-$35,540.30",$61.98,$342.00,"4,884",728,8,0,83.86%,4.12%,Comedy,7,1,Fall,10
Wicked,2024-10-27,Gershwin Theatre,"$2,217,313.00",,"-$14,553.00",$144.29,$275.00,"15,367","1,926",8,0,99.73%,-0.27%,Original,33,1,Fall,10
Water For Elephants,2024-10-27,Imperial Theatre,"$658,820.54",,"-$160,048.96",$101.42,$278.00,"6,496","1,385",8,0,58.63%,-13.44%,Original,23,1,Fall,10
The Roommate,2024-10-27,Booth Theatre,"$515,584.18",,"-$20,910.52",$99.94,$297.00,"5,159",772,8,0,83.53%,-4.42%,Comedy,3,1,Fall,10
The Outsiders,2024-10-27,Bernard B. Jacobs Theatre,"$1,435,426.18",,"-$33,182.80",$171.39,$358.00,"8,375","1,024",8,0,102.23%,-0.04%,Original,31,1,Fall,10
The Notebook,2024-10-27,Gerald Schoenfeld Theatre,"$545,885.00",,"-$169,368.28",$88.99,$247.00,"6,134","1,017",8,0,75.39%,-14.99%,Original,9,1,Fall,10
The Lion King,2024-10-27,Minskoff Theatre,"$1,985,927.05",,"-$20,332.30",$149.81,$227.00,"13,256","1,696",8,0,97.70%,0.38%,Original,32,1,Fall,10
The Hills of California,2024-10-27,Broadhurst Theatre,"$472,900.35",,"-$60,552.85",$87.41,$327.00,"5,410","1,175",8,0,57.55%,-1.50%,Original,15,1,Fall,10
The Great Gatsby,2024-10-27,Broadway Theatre,"$1,118,766.27",,"-$147,533.43",$106.20,$325.00,"10,535","1,485",8,0,88.68%,-4.62%,Original,7,1,Fall,10
The Book of Mormon,2024-10-27,Eugene O'Neill Theatre,"$873,699.19",,"-$61,791.28",$109.02,$0.00,"8,014","1,066",8,0,93.97%,-2.85%,Original,36,1,Fall,10
Tammy Faye,2024-10-27,Palace Theatre,"$547,567.69",,"$380,064.19",$74.46,$299.00,"7,354","1,306",0,7,80.44%,-9.97%,Original,0,0,Fall,10
Sunset Boulevard,2024-10-27,St. James Theatre,"$1,664,663.00",,"$452,964.40",$133.46,$0.00,"12,473","1,604",8,0,97.19%,-1.43%,Revival,24,1,Fall,10
Suffs,2024-10-27,Music Box Theatre,"$856,672.75",,"-$23,417.55",$118.21,$278.00,"7,247",973,8,0,93.10%,-1.94%,Original,23,1,Fall,10
Stereophonic,2024-10-27,John Golden Theatre,"$846,621.00",,"-$9,273.46",$136.91,$348.00,"6,184",778,8,0,99.36%,-0.64%,Original,37,1,Fall,10
SIX: The Musical,2024-10-27,Lena Horne Theatre,"$650,447.75",,"-$163,160.90",$104.73,$269.00,"6,211","1,031",8,0,75.30%,-11.52%,One Act,28,1,Fall,10
Romeo and Juliet,2024-10-27,Circle in the Square Theatre,"$955,531.50",,"-$101,243.00",$148.65,$574.50,"6,428",794,5,3,101.20%,-1.67%,Revival,7,1,Fall,10
Our Town,2024-10-27,Ethel Barrymore Theatre,"$853,154.66",,"$28,448.16",$126.24,$297.00,"6,758","1,060",8,0,79.69%,-5.18%,One Act,3,1,Fall,10
Once Upon a Mattress,2024-10-27,Hudson Theatre,"$731,668.60",,"-$68,557.60",$110.66,$299.00,"6,612",968,8,0,85.38%,-2.79%,Musical,6,1,Fall,10
"Oh, Mary!",2024-10-27,Lyceum Theatre,"$1,184,505.00",,"$8,732.44",$165.43,$331.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Fall,10
Moulin Rouge! The Musical,2024-10-27,Al Hirschfeld Theatre,"$992,122.70",,"-$191,110.45",$102.96,$0.00,"9,636","1,300",8,0,92.65%,-4.76%,Original,24,1,Fall,10
MJ The Musical,2024-10-27,Neil Simon Theatre,"$1,500,401.80",,"$28,857.55",$146.20,$329.00,"10,263","1,387",8,0,92.49%,1.47%,Original,30,1,Fall,10
McNeal,2024-10-27,Vivian Beaumont Theater,"$1,387,945.00",,"$40,806.00",$181.08,$349.00,"7,665","1,095",7,0,100.00%,0.00%,One Act,2,1,Fall,10
Maybe Happy Ending,2024-10-27,Belasco Theatre,"$241,147.52",,-$677.58,$51.19,$297.00,"4,711",988,0,6,79.47%,-1.50%,One Act,34,1,Fall,10
Left on Tenth,2024-10-27,James Earl Jones Theatre,"$461,283.30",,"-$138,259.90",$78.50,$267.00,"5,876","1,065",6,2,68.97%,0.93%,One Act,0,0,Fall,10
JOB,2024-10-27,Helen Hayes Theatre,"$363,992.25",,"$67,527.60",$85.97,$241.00,"4,234",581,8,0,91.09%,10.30%,One Act,0,0,Fall,10
Hell's Kitchen,2024-10-27,Sam S. Shubert Theatre,"$1,522,833.95",,"-$31,878.72",$134.45,$323.00,"11,326","1,457",8,0,97.17%,-1.98%,Original,26,1,Fall,10
Harry Potter and the Cursed Child,2024-10-27,Lyric Theatre,"$939,976.15",,"-$131,907.35",$87.11,$249.00,"10,791","1,622",8,0,83.16%,-7.13%,Original,33,1,Fall,10
Hamilton,2024-10-27,Richard Rodgers Theatre,"$1,761,086.00",,"-$107,376.00",$169.58,$299.00,"10,385","1,324",8,0,98.05%,2.29%,Original,46,1,Fall,10
Hadestown,2024-10-27,Walter Kerr Theatre,"$681,980.60",,"-$99,486.10",$101.44,$0.00,"6,723",918,8,0,91.54%,-5.21%,Original,39,1,Fall,10
Death Becomes Her,2024-10-27,Lunt-Fontanne Theatre,"$571,796.50",,$0.00,$131.75,$299.00,"4,340","1,491",0,3,97.03%,0.00%,Musical,33,1,Fall,10
Chicago,2024-10-27,Ambassador Theatre,"$636,386.29",,"-$87,729.44",$103.21,$267.00,"6,166","1,080",8,0,71.37%,-8.22%,Revival,25,1,Fall,10
Cabaret,2024-10-27,August Wilson Theatre,"$1,006,313.90",,"-$117,224.00",$136.50,$0.00,"7,372","1,070",8,0,86.12%,-7.10%,Revival,22,1,Fall,10
Back To The Future,2024-10-27,Winter Garden Theatre,"$749,808.68",,"-$146,614.07",$82.89,$223.00,"9,046","1,478",8,0,76.51%,-9.00%,Broadway,7,1,Fall,10
Aladdin,2024-10-27,New Amsterdam Theatre,"$1,214,623.90",,"-$19,217.20",$91.87,$189.50,"13,221","1,727",8,0,95.69%,0.37%,Original,23,1,Fall,10
A Wonderful World: The Louis Armstrong Musical,2024-10-27,Studio 54,"$592,274.00",,"-$45,192.00",$99.13,$257.00,"5,975",997,0,8,74.91%,-8.73%,Original,4,1,Fall,10
& Juliet,2024-10-27,Stephen Sondheim Theatre,"$879,217.50",,"-$141,125.30",$115.55,$324.00,"7,609","1,026",8,0,92.70%,-2.34%,Original,22,1,Fall,10
Yellow Face,2024-10-20,Todd Haimes Theatre,"$338,265.80",,-$629.20,$72.84,$333.00,"4,644",728,8,0,79.74%,-8.60%,Comedy,7,1,Fall,10
Wicked,2024-10-20,Gershwin Theatre,"$2,231,866.00",,"-$254,545.25",$144.85,$275.00,"15,408","1,926",8,0,100.00%,0.47%,Original,33,1,Fall,10
Water For Elephants,2024-10-20,Imperial Theatre,"$818,869.50",,"$55,609.87",$102.55,$278.00,"7,985","1,385",8,0,72.07%,1.88%,Original,23,1,Fall,10
The Roommate,2024-10-20,Booth Theatre,"$536,494.70",,"-$7,701.70",$98.77,$297.00,"5,432",772,8,0,87.95%,-0.73%,Comedy,3,1,Fall,10
The Outsiders,2024-10-20,Bernard B. Jacobs Theatre,"$1,468,608.98",,"-$33,857.53",$175.29,$378.00,"8,378","1,024",8,0,102.27%,-0.17%,Original,31,1,Fall,10
The Notebook,2024-10-20,Gerald Schoenfeld Theatre,"$715,253.28",,"$38,168.74",$97.27,$278.00,"7,353","1,017",8,0,90.38%,5.92%,Original,9,1,Fall,10
The Lion King,2024-10-20,Minskoff Theatre,"$2,006,259.35",,"-$192,048.60",$151.94,$227.00,"13,204","1,696",8,0,97.32%,-1.31%,Original,32,1,Fall,10
The Hills of California,2024-10-20,Broadhurst Theatre,"$533,453.20",,"$19,461.22",$96.10,$327.00,"5,551","1,175",8,0,59.05%,-10.04%,Original,15,1,Fall,10
The Great Gatsby,2024-10-20,Broadway Theatre,"$1,266,299.70",,"-$5,186.62",$114.25,$374.00,"11,084","1,485",8,0,93.30%,-0.79%,Original,7,1,Fall,10
The Book of Mormon,2024-10-20,Eugene O'Neill Theatre,"$935,490.47",,"-$60,331.07",$113.30,$0.00,"8,257","1,066",8,0,96.82%,-1.84%,Original,36,1,Fall,10
Tammy Faye,2024-10-20,Palace Theatre,"$167,503.50",,$0.00,$112.42,$299.00,"1,490","1,648",0,1,90.41%,0.00%,Original,0,0,Fall,10
Sunset Boulevard,2024-10-20,St. James Theatre,"$1,211,698.60",,"-$80,203.75",$107.01,$0.00,"11,323","1,640",1,6,98.62%,5.49%,Revival,24,1,Fall,10
Suffs,2024-10-20,Music Box Theatre,"$880,090.30",,"$112,321.30",$118.96,$278.00,"7,398",973,8,0,95.04%,4.94%,Original,23,1,Fall,10
Stereophonic,2024-10-20,John Golden Theatre,"$855,894.46",,"$47,272.20",$137.52,$348.00,"6,224",778,8,0,100.00%,1.70%,Original,37,1,Fall,10
SIX: The Musical,2024-10-20,Lena Horne Theatre,"$813,608.65",,"-$69,942.30",$113.62,$269.00,"7,161","1,031",8,0,86.82%,-3.82%,One Act,28,1,Fall,10
Romeo and Juliet,2024-10-20,Circle in the Square Theatre,"$1,056,774.50",,"$20,288.50",$161.73,$574.50,"6,534",794,0,8,102.87%,-0.30%,Revival,7,1,Fall,10
Our Town,2024-10-20,Ethel Barrymore Theatre,"$824,706.50",,"$165,999.70",$114.59,$273.00,"7,197","1,060",8,0,84.87%,-1.58%,One Act,3,1,Fall,10
Once Upon a Mattress,2024-10-20,Hudson Theatre,"$800,226.20",,"$11,359.40",$117.20,$299.00,"6,828",968,8,0,88.17%,-1.14%,Musical,6,1,Fall,10
"Oh, Mary!",2024-10-20,Lyceum Theatre,"$1,175,772.56",,"-$17,819.94",$164.21,$331.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Fall,10
Moulin Rouge! The Musical,2024-10-20,Al Hirschfeld Theatre,"$1,183,233.15",,"-$459,734.27",$116.79,$0.00,"10,131","1,300",8,0,97.41%,-2.82%,Original,24,1,Fall,10
MJ The Musical,2024-10-20,Neil Simon Theatre,"$1,471,544.25",,-$685.10,$145.70,$329.00,"10,100","1,387",8,0,91.02%,2.14%,Original,30,1,Fall,10
McNeal,2024-10-20,Vivian Beaumont Theater,"$1,347,139.00",,"$378,857.00",$175.75,$349.00,"7,665","1,095",7,0,100.00%,0.00%,One Act,2,1,Fall,10
Maybe Happy Ending,2024-10-20,Belasco Theatre,"$241,825.10",,$0.00,$60.46,$298.00,"4,000",988,0,5,80.97%,0.00%,One Act,34,1,Fall,10
Left on Tenth,2024-10-20,James Earl Jones Theatre,"$599,543.20",,"$53,855.10",$103.42,$267.00,"5,797","1,065",0,8,68.04%,3.51%,One Act,0,0,Fall,10
JOB,2024-10-20,Helen Hayes Theatre,"$296,464.65",,"$50,319.90",$78.95,$241.00,"3,755",581,8,0,80.79%,5.88%,One Act,0,0,Fall,10
Hell's Kitchen,2024-10-20,Sam S. Shubert Theatre,"$1,554,712.67",,"$126,775.85",$134.53,$323.00,"11,557","1,457",8,0,99.15%,1.69%,Original,26,1,Fall,10
Harry Potter and the Cursed Child,2024-10-20,Lyric Theatre,"$1,071,883.50",,"-$183,430.65",$91.49,$299.00,"11,716","1,622",8,0,90.29%,0.88%,Original,33,1,Fall,10
Hamilton,2024-10-20,Richard Rodgers Theatre,"$1,868,462.00",,"-$96,665.00",$184.21,$299.00,"10,143","1,324",8,0,95.76%,-2.27%,Original,46,1,Fall,10
Hadestown,2024-10-20,Walter Kerr Theatre,"$781,466.70",,"-$72,155.20",$109.99,$0.00,"7,105",918,8,0,96.75%,-1.13%,Original,39,1,Fall,10
Chicago,2024-10-20,Ambassador Theatre,"$724,115.73",,"-$76,831.90",$105.30,$267.00,"6,877","1,080",8,0,79.59%,-6.14%,Revival,25,1,Fall,10
Cabaret,2024-10-20,August Wilson Theatre,"$1,123,537.90",,"$69,082.05",$140.79,$0.00,"7,980","1,070",8,0,93.22%,0.23%,Revival,22,1,Fall,10
Back To The Future,2024-10-20,Winter Garden Theatre,"$896,422.75",,"-$80,464.26",$88.66,$247.00,"10,111","1,478",8,0,85.51%,6.51%,Broadway,7,1,Fall,10
Aladdin,2024-10-20,New Amsterdam Theatre,"$1,233,841.10",,"-$119,708.45",$93.69,$199.50,"13,170","1,727",8,0,95.32%,-1.42%,Original,23,1,Fall,10
A Wonderful World: The Louis Armstrong Musical,2024-10-20,Studio 54,"$637,466.00",,$0.00,$109.21,$257.00,"5,837",997,0,7,83.64%,0.00%,Original,4,1,Fall,10
& Juliet,2024-10-20,Stephen Sondheim Theatre,"$1,020,342.80",,"$36,780.30",$130.80,$324.00,"7,801","1,026",8,0,95.04%,-1.66%,Original,22,1,Fall,10
Yellow Face,2024-10-13,Todd Haimes Theatre,"$338,895.00",,"$40,169.60",$65.87,$327.00,"5,145",728,8,0,88.34%,0.20%,Comedy,7,1,Fall,10
Wicked,2024-10-13,Gershwin Theatre,"$2,486,411.25",,"$440,313.00",$162.13,$275.00,"15,336","1,926",8,0,99.53%,-0.05%,Original,33,1,Fall,10
Water For Elephants,2024-10-13,Imperial Theatre,"$763,259.63",,"$107,226.13",$98.14,$278.00,"7,777","1,385",8,0,70.19%,8.60%,Original,23,1,Fall,10
The Roommate,2024-10-13,Booth Theatre,"$544,196.40",,"$111,762.42",$99.36,$297.00,"5,477",772,8,0,88.68%,4.87%,Comedy,3,1,Fall,10
The Outsiders,2024-10-13,Bernard B. Jacobs Theatre,"$1,502,466.51",,"$97,347.63",$179.04,$378.00,"8,392","1,024",8,0,102.44%,0.45%,Original,31,1,Fall,10
The Notebook,2024-10-13,Gerald Schoenfeld Theatre,"$677,084.54",,"$71,296.04",$98.53,$278.00,"6,872","1,017",8,0,84.46%,4.91%,Original,9,1,Fall,10
The Lion King,2024-10-13,Minskoff Theatre,"$2,198,307.95",,"$296,283.65",$164.27,$227.00,"13,382","1,696",8,0,98.63%,5.20%,Original,32,1,Fall,10
The Hills of California,2024-10-13,Broadhurst Theatre,"$513,991.98",,"$13,197.20",$79.15,$327.00,"6,494","1,175",8,0,69.09%,-0.05%,Original,15,1,Fall,10
The Great Gatsby,2024-10-13,Broadway Theatre,"$1,271,486.32",,"$221,692.86",$113.75,$325.00,"11,178","1,485",8,0,94.09%,8.29%,Original,7,1,Fall,10
The Book of Mormon,2024-10-13,Eugene O'Neill Theatre,"$995,821.54",,"$106,718.86",$118.35,$0.00,"8,414","1,066",8,0,98.66%,2.80%,Original,36,1,Fall,10
Sunset Boulevard,2024-10-13,St. James Theatre,"$1,291,902.35",,"$215,980.65",$122.10,$0.00,"10,581","1,623",0,7,93.13%,-0.31%,Revival,24,1,Fall,10
Suffs,2024-10-13,Music Box Theatre,"$767,769.00",,"$88,180.35",$109.48,$278.00,"7,013",973,8,0,90.10%,12.16%,Original,23,1,Fall,10
Stereophonic,2024-10-13,John Golden Theatre,"$808,622.26",,"$24,476.56",$132.17,$348.00,"6,118",778,8,0,98.30%,1.34%,Original,37,1,Fall,10
SIX: The Musical,2024-10-13,Lena Horne Theatre,"$883,550.95",,"$195,190.80",$118.18,$269.00,"7,476","1,031",8,0,90.64%,8.96%,One Act,28,1,Fall,10
Romeo and Juliet,2024-10-13,Circle in the Square Theatre,"$1,036,486.00",,"$86,387.00",$180.76,$574.50,"5,734",794,0,7,103.17%,0.63%,Revival,7,1,Fall,10
Our Town,2024-10-13,Ethel Barrymore Theatre,"$658,706.80",,"$96,298.80",$89.85,$273.00,"7,331","1,060",5,3,86.45%,12.20%,One Act,3,1,Fall,10
Once Upon a Mattress,2024-10-13,Hudson Theatre,"$788,866.80",,"$56,242.80",$114.06,$299.00,"6,916",968,8,0,89.31%,0.87%,Musical,6,1,Fall,10
"Oh, Mary!",2024-10-13,Lyceum Theatre,"$1,193,592.50",,"$17,168.50",$166.70,$331.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Fall,10
Moulin Rouge! The Musical,2024-10-13,Al Hirschfeld Theatre,"$1,642,967.42",,"$261,506.73",$157.61,$0.00,"10,424","1,300",8,0,100.23%,1.22%,Original,24,1,Fall,10
MJ The Musical,2024-10-13,Neil Simon Theatre,"$1,472,229.35",,"$244,964.05",$149.28,$329.00,"9,862","1,387",8,0,88.88%,4.88%,Original,30,1,Fall,10
McNeal,2024-10-13,Vivian Beaumont Theater,"$968,282.00",,"-$1,486.00",$176.86,$349.00,"5,475","1,095",5,0,100.00%,0.00%,One Act,2,1,Fall,10
Left on Tenth,2024-10-13,James Earl Jones Theatre,"$545,688.10",,"$78,838.50",$99.25,$267.00,"5,498","1,065",0,8,64.53%,-4.34%,One Act,0,0,Fall,10
JOB,2024-10-13,Helen Hayes Theatre,"$246,144.75",,"$35,356.45",$70.69,$241.00,"3,482",581,8,0,74.91%,0.32%,One Act,0,0,Fall,10
Hell's Kitchen,2024-10-13,Sam S. Shubert Theatre,"$1,427,936.82",,"$38,685.62",$125.70,$323.00,"11,360","1,457",8,0,97.46%,-0.13%,Original,26,1,Fall,10
Harry Potter and the Cursed Child,2024-10-13,Lyric Theatre,"$1,255,314.15",,"$306,857.55",$108.20,$299.00,"11,602","1,622",8,0,89.41%,4.58%,Original,33,1,Fall,10
Hamilton,2024-10-13,Richard Rodgers Theatre,"$1,965,127.00",,"$289,393.00",$189.26,$299.00,"10,383","1,324",8,0,98.03%,5.55%,Original,46,1,Fall,10
Hadestown,2024-10-13,Walter Kerr Theatre,"$853,621.90",,"$147,435.40",$118.76,$0.00,"7,188",918,8,0,97.88%,2.32%,Original,39,1,Fall,10
Chicago,2024-10-13,Ambassador Theatre,"$800,947.63",,"$116,552.83",$108.13,$267.00,"7,407","1,080",8,0,85.73%,8.97%,Revival,25,1,Fall,10
Cabaret,2024-10-13,August Wilson Theatre,"$1,054,455.85",,"$116,269.85",$132.47,$0.00,"7,960","1,070",8,0,92.99%,6.38%,Revival,22,1,Fall,10
Back To The Future,2024-10-13,Winter Garden Theatre,"$976,887.01",,"$267,284.31",$104.58,$297.00,"9,341","1,478",8,0,79.00%,4.00%,Broadway,7,1,Fall,10
